datetime,AIICO,ASI,FTNCOCOA,LIVINGTRUST,ABCTRANS,ACADEMY,AFRINSURE,AFROMEDIA,AIRTELAFRI,ALEX,BERGER,BETAGLAS,BUACEMENT,BUAFOODS,CADBURY,CAP,CAVERTON,CHAMPION,CHAMS,CHELLARAM,CHIPLC,CILEASING,ETRANZACT,CONOIL,TRANSCORP,UNILEVER,UPDCREIT,UPL,VERITASKAP,ZENITHBANK,WAPCO,UPDC,UBN,PZ,LIVESTOCK,JAIZBANK,FCMB,FIDELITYBK,UBA,TOTAL,STANBIC,SOVRENINS,RTBRISCOE,SCOA,REDSTAREX,REGALINS,PRESCO,PHARMDEKO,OANDO,OKOMUOIL,NNFM,NGXGROUP,NESTLE,NEIMETH,NB,MULTIVERSE,NAHCO,NASCON,MTNN,MAYBAKER,MCNICHOLS,LEARNAFRCA,LINKASSURE,INTBREW,GUINNESS,HONYFLOUR,GLAXOSMITH,FBNH,AFRIPRUD,COURTVILLE,CUSTODIAN,CWG,DANGCEM,ELLAHLAKES,ETERNA,ETI,FLOURMILL,LASACO,MANSARD,MBENEFIT,MEYER,MORISON,MRS,NEM,UACN,UCAP,UNIVINSURE,WAPIC,VITAFOAM
2019-12-02 10:15:00,0.212549,26842.07,0.2,,0.45,0.296,0.2,0.34,298.89999,,6.75,44.833315,,,10.55,24.0,2.67,0.95,0.33,2.78,0.365625,5.9,2.025788,18.5,0.99,22.0,4.25,1.28,0.2,18.6,15.3,,6.0,5.65,0.5,0.62,1.85,2.05,7.15,110.9,35.142822,0.2,0.21,2.93,4.306447,0.2,47.5,1.5,3.99,55.599998,4.3,,1469.9,0.62,59.0,2.0,1.999999,12.95,105.0,1.93,0.191891,1.13,0.302857,9.5,30.049999,0.99,6.1,6.15,4.0,0.23,6.0,2.54,142.0,4.25,3.6,6.5,19.700001,1.0,2.309995,0.2,0.54,0.5,13.599986,2.547365,8.6,2.4,0.2,0.34,4.4
2020-01-02 10:15:00,0.236166,28843.529,0.2,,0.34,0.296,0.2,0.34,298.89999,8.1,6.75,58.33331,37.0,,10.75,25.0,2.94,0.97,0.32,2.78,0.3375,7.35,2.025788,20.0,0.97,15.0,3.1,1.2,0.2,20.85,15.25,,5.9,5.1,0.53,0.72,1.9,2.15,8.0,107.0,32.785682,0.21,0.2,2.93,4.306447,0.2,49.849998,1.5,3.7,68.0,4.3,,1380.0,0.55,55.0,2.0,2.216666,15.0,119.6,2.17,0.191891,1.21,0.325714,9.0,30.200001,0.97,5.45,6.55,4.6,0.23,6.0,2.54,179.89999,4.25,2.4,7.45,22.0,1.04,2.333328,0.2,0.46,0.5,13.599986,2.526312,8.9,2.52,0.2,0.33,5.5
2020-02-03 10:15:00,0.22731,26216.461,0.2,,0.3,0.296,0.2,0.34,298.89999,8.1,6.75,58.33331,37.150002,,8.1,24.6,2.48,0.81,0.24,2.78,0.253125,6.85,2.025788,18.0,0.88,15.0,3.15,1.13,0.2,18.5,15.5,,6.5,4.5,0.63,0.55,1.71,1.95,6.7,107.0,27.857115,0.2,0.2,2.93,3.145158,0.2,44.900002,1.5,2.7,68.0,4.3,,1130.0,0.46,40.5,2.0,2.174999,13.0,110.0,1.96,0.191891,1.12,0.24,7.05,25.200001,1.0,4.2,4.7,4.7,0.2,5.45,2.54,170.0,4.25,1.99,5.4,22.0,0.92,1.959995,0.2,0.46,0.5,12.266654,1.894734,7.4,3.23,0.2,0.32,4.32
2020-03-02 10:15:00,0.224358,21300.471,0.2,,0.35,0.272,0.2,0.34,298.89999,8.1,6.7,58.33331,35.299999,,6.8,23.200001,2.25,0.8,0.22,2.78,0.28125,6.2,2.61,13.15,0.66,11.0,3.15,0.99,0.2,11.7,9.2,,6.6,4.4,0.59,0.48,1.5,1.78,5.0,96.300003,20.82855,0.2,0.2,2.93,2.903223,0.2,36.450001,1.5,2.05,55.049999,4.3,,765.0,0.48,25.65,2.0,2.083333,8.5,90.0,2.14,0.191891,1.0,0.234285,4.9,25.200001,0.98,4.4,3.95,3.7,0.2,5.9,2.54,129.7,4.25,2.39,4.45,21.25,0.88,2.041662,0.2,0.5,0.6,12.266654,2.178944,7.2,2.2,0.2,0.25,4.25
2020-04-01 10:15:00,0.253878,23021.01,0.2,,0.35,0.248,0.2,0.34,298.89999,8.1,6.7,58.33331,32.599998,,7.5,20.9,2.47,0.81,0.23,2.78,0.28125,5.0,2.61,17.4,0.66,10.5,3.4,1.06,0.2,14.3,11.8,,6.75,4.2,0.7,0.55,1.72,1.79,6.05,96.300003,24.428547,0.2,0.2,2.93,2.806449,0.2,36.450001,1.5,2.48,55.049999,4.3,,920.20001,0.6,30.0,2.0,1.983333,10.05,112.0,2.7,0.191891,1.03,0.302857,5.0,18.4,1.0,5.35,4.6,3.65,0.21,5.75,2.54,130.0,4.25,2.16,4.45,21.0,1.08,1.843329,0.2,0.5,0.6,12.266654,2.47368,6.9,2.34,0.2,0.26,4.96
2020-05-04 10:15:00,0.309968,25267.82,0.2,,0.35,0.24,0.2,0.26,298.89999,8.1,7.0,58.33331,42.0,,8.65,20.65,2.58,0.91,0.24,,0.3375,5.35,2.61,21.0,0.71,17.0,3.5,1.14,0.2,16.9,11.55,,6.7,5.5,0.7,0.7,1.78,1.88,6.65,102.8,30.685683,0.2,0.2,,3.725803,0.2,41.5,,2.8,64.0,4.3,,995.0,1.13,43.299999,2.0,2.083333,11.1,116.0,3.39,0.208577,1.13,0.234285,4.75,20.0,1.05,8.1,5.35,4.0,0.2,6.3,2.54,139.0,4.25,2.67,5.1,21.0,1.0,2.368328,0.2,0.5,0.6,12.266654,2.10526,9.0,2.59,0.2,0.32,5.55
2020-06-01 10:15:00,0.292063,24479.16,0.2,,0.56,0.256,0.2,0.2,328.70001,8.1,6.75,56.958309,38.700001,,6.75,20.65,1.98,0.95,0.21,2.51,0.459375,4.6,2.61,21.0,0.65,15.3,3.8,1.01,0.2,16.1,10.0,,5.9,4.0,0.62,0.57,1.93,1.74,6.25,97.5,25.928546,0.2,0.2,2.93,3.048384,0.21,45.25,1.5,2.3,77.400002,4.3,,1256.8,1.65,36.099998,2.0,1.908333,10.5,117.5,2.87,0.208577,1.17,0.274285,4.1,14.5,0.95,5.5,5.25,4.11,0.2,5.5,,127.0,4.25,2.24,4.95,19.0,1.0,2.053329,0.21,0.5,0.6,12.266654,2.168418,8.0,2.55,0.2,0.35,5.59
2020-07-01 10:15:00,0.298412,24693.73,0.2,,0.47,0.264,0.2,0.2,348.0,8.1,6.05,51.291645,39.400002,,6.6,17.1,1.81,0.95,0.22,2.51,0.421875,4.0,2.61,16.9,0.62,12.25,3.8,1.01,0.2,16.299999,11.75,,5.4,4.1,0.62,0.57,1.95,1.71,6.2,87.800003,25.71426,0.2,0.2,2.93,3.406448,0.23,47.450001,,2.3,74.949997,4.3,,1175.0,1.5,31.0,2.0,1.666666,9.6,117.9,3.0,0.196063,1.01,0.285714,3.3,13.0,1.0,4.9,5.0,4.05,0.21,5.5,,141.8,,1.99,4.15,17.049999,0.96,1.679996,0.23,0.5,0.6,11.066656,2.10526,7.0,2.87,0.2,0.31,5.75
2020-08-03 10:15:00,0.285714,25327.131,0.26,,0.39,0.24,0.2,0.2,380.0,8.1,6.05,46.16665,40.099998,,7.75,16.65,1.89,0.93,0.21,2.51,0.34,3.6,2.61,15.25,0.57,15.0,3.8,1.65,0.2,16.75,11.95,,5.3,4.2,0.6,0.56,2.2,1.75,6.25,80.0,30.899968,0.2,0.2,2.93,3.532255,0.23,49.0,,2.35,79.0,4.5,,1175.0,1.86,37.0,2.0,1.683333,10.05,117.8,3.0,0.196063,1.07,0.278571,3.7,13.8,0.96,5.1,4.9,4.2,0.2,4.8,2.54,134.89999,,1.9,3.9,18.799999,1.24,2.146662,0.2,0.5,0.6,11.066656,2.178944,5.7,3.05,0.2,0.35,5.71
2020-09-01 10:15:00,0.260317,26837.42,0.26,,0.3,0.232,0.2,0.2,380.0,8.1,6.5,46.16665,41.75,,7.0,17.1,1.75,0.89,0.2,2.51,0.37,4.2,2.35,15.25,0.58,13.6,3.8,1.24,0.2,17.85,15.0,,5.0,4.0,0.6,0.61,2.19,1.85,6.2,96.800003,34.714251,0.2,0.2,2.93,2.903223,0.23,53.0,1.5,2.25,80.0,4.05,,1175.0,1.85,49.0,2.0,1.666666,10.4,129.0,2.9,0.196063,1.07,0.271428,3.9,14.0,0.92,5.0,5.2,4.71,0.2,5.2,2.54,142.89999,4.25,2.74,4.2,21.65,1.12,2.216662,0.21,0.5,0.6,11.066656,2.136839,6.95,3.33,0.2,0.37,6.0
2020-10-02 10:15:00,0.273015,30530.689,,,0.31,0.216,0.2,0.2,410.20001,8.1,6.7,46.16665,45.5,,8.6,20.35,2.0,0.89,0.21,2.51,0.34,4.4,2.1,19.049999,0.71,13.9,3.8,1.28,0.2,22.1,18.700001,,5.6,4.45,0.81,0.58,3.13,2.51,7.7,129.89999,39.857103,0.2,0.2,2.93,3.154836,0.22,65.900002,,2.75,80.0,5.06,,1421.7,2.0,52.0,2.0,1.749999,13.1,144.0,3.1,0.196063,1.1,0.321428,7.37,17.0,0.97,6.0,6.5,5.9,0.21,6.05,,160.0,,5.15,5.65,28.15,1.28,2.566661,0.21,0.5,0.54,11.066656,2.347365,7.8,4.18,0.2,0.4,6.65
2020-11-02 10:15:00,0.349206,35042.141,0.25,0.6,0.36,0.248,0.2,0.2,588.5,8.1,7.35,46.16665,55.0,,9.6,21.5,1.72,0.96,0.23,2.51,0.31,4.95,2.35,20.85,1.0,12.95,5.5,1.41,0.2,24.0,23.0,,5.6,5.0,1.3,0.69,3.33,2.6,8.3,130.0,36.299962,0.2,0.2,2.93,3.193545,0.24,71.800003,1.5,3.0,80.0,6.93,,1400.0,2.44,60.25,2.0,1.958332,16.0,155.2,3.4,0.196063,1.04,0.357143,7.18,18.9,1.07,6.6,7.2,5.9,0.2,5.85,2.54,205.0,4.25,4.51,6.3,27.85,1.36,2.799994,0.23,0.5,0.49,12.22221,2.684206,7.55,4.5,0.2,0.4,7.0
2020-12-01 10:15:00,0.484285,40270.719,0.66,0.6,0.38,0.24,0.2,0.2,851.79999,8.1,7.35,46.16665,77.349998,,9.0,20.0,2.05,0.86,0.23,2.51,0.32,5.2,2.33,20.85,0.9,13.9,5.5,1.28,0.2,24.799999,21.049999,,5.35,5.3,1.39,0.66,3.33,2.52,8.65,130.0,37.757104,0.2,0.2,2.93,3.319352,0.22,70.949997,1.5,3.7,91.0,6.74,,1505.0,2.23,56.0,2.0,1.916666,14.5,169.89999,3.51,0.212749,1.0,0.371428,5.95,19.0,1.2,6.9,7.15,6.25,0.21,5.85,2.54,244.89999,4.25,5.1,6.0,26.0,1.4,4.2,0.27,0.5,0.49,12.22221,3.58,7.25,4.71,0.2,0.4,7.8
2021-01-04 10:15:00,0.599999,42412.66,0.55,0.6,0.35,0.264,0.25,0.2,930.0,8.0,8.05,46.16665,79.0,,8.8,20.0,2.0,3.11,0.26,2.26,0.44,5.13,2.33,21.0,1.02,13.5,5.5,1.3,0.2,27.200001,30.0,,6.1,5.65,2.58,0.65,3.38,2.72,9.05,143.0,38.57139,0.26,0.21,2.64,3.290319,0.34,74.5,1.5,3.28,93.0,9.68,,1505.0,2.15,63.0,2.2,1.883333,16.200001,181.0,4.65,0.212749,1.01,0.642856,6.0,19.0,1.3,7.2,7.6,7.02,0.22,6.0,2.54,236.0,4.25,5.2,6.5,34.700001,1.68,5.6,0.43,0.5,0.5,10.933322,4.84,8.35,5.9,0.2,0.54,10.05
2021-02-01 10:15:00,0.492857,39799.891,0.49,0.68,0.34,0.328,0.24,0.2,930.0,8.1,7.25,41.66665,72.0,,8.5,19.5,1.9,2.52,0.24,2.26,0.33,5.2,2.25,18.9,0.91,13.6,5.85,1.18,0.2,25.450001,23.1,,5.35,5.3,2.26,0.66,3.03,2.44,8.15,142.0,34.28568,0.27,0.2,2.93,3.193545,0.28,71.900002,1.35,3.45,93.0,7.02,,1450.0,1.83,52.0,2.0,1.899999,16.049999,174.0,3.99,0.333724,1.05,0.4,5.8,23.049999,1.2,6.9,7.35,5.75,0.21,6.0,2.54,220.0,4.25,5.7,5.2,28.85,1.23,4.24,0.4,0.5,0.55,11.911099,4.0,7.5,6.13,0.2,0.54,7.75
2021-03-01 10:15:00,0.535714,39045.129,0.46,0.68,0.3,0.328,0.2,0.2,930.0,8.1,6.5,44.999982,73.5,,8.25,22.200001,1.95,2.25,0.21,2.24,0.32,5.0,2.25,17.049999,0.81,13.4,5.6,1.07,0.2,22.549999,22.1,,5.3,4.85,1.92,0.63,2.9,2.39,7.05,142.0,43.928528,0.24,0.2,2.38,3.290319,0.3,72.0,1.48,3.11,90.0,6.2,,1375.0,1.95,48.5,2.0,1.766666,15.2,160.2,4.0,0.333724,1.09,0.471428,5.7,33.900002,1.18,6.8,7.25,5.35,0.23,6.6,2.54,215.0,4.25,5.45,5.05,28.799999,1.29,3.92,0.46,0.45,0.86,10.755545,4.6,9.0,5.3,0.2,0.5,8.3
2021-04-01 10:15:00,0.552857,39840.281,0.42,0.68,0.31,0.32,0.2,0.2,930.0,7.3,6.5,44.999982,77.900002,,7.8,22.200001,1.76,2.19,0.21,2.24,0.39,5.0,2.25,17.0,0.9,12.85,5.6,1.17,0.21,22.25,22.15,,4.9,5.0,1.92,0.6,2.8,2.25,7.3,135.89999,42.8571,0.23,0.2,2.38,3.329029,0.33,72.0,1.34,3.14,100.0,5.95,,1420.0,1.73,54.799999,2.0,1.841666,14.8,174.89999,4.2,0.333724,1.04,0.607142,5.2,27.1,1.16,6.2,6.9,5.7,0.23,5.8,2.29,217.0,4.25,6.0,5.1,31.0,1.42,3.72,0.39,0.52,0.94,9.688879,4.06,10.3,5.58,0.2,0.53,9.0
2021-05-04 10:15:00,0.514285,38437.879,0.38,0.67,0.34,0.264,0.2,0.2,837.0,7.3,6.1,44.999982,74.0,,7.8,22.049999,1.9,2.12,0.21,2.24,0.66,4.84,2.25,18.700001,0.89,12.0,5.6,1.17,0.2,23.0,21.200001,,5.95,5.5,1.8,0.59,3.0,2.26,7.15,145.0,39.428532,0.27,0.2,1.95,2.999997,0.45,75.900002,1.34,3.0,96.5,5.6,,1400.0,1.72,58.5,2.0,1.874999,14.8,162.5,4.0,0.333724,1.08,0.6,5.5,29.0,1.21,6.05,7.15,6.2,0.21,6.05,2.07,212.5,4.25,7.6,5.15,28.0,1.44,3.6,0.44,0.57,,11.199989,4.14,11.0,6.18,0.2,0.53,11.0
2021-06-01 10:15:00,0.445714,37907.281,0.33,0.67,0.37,0.256,0.2,0.2,667.70001,7.2,8.4,44.124983,71.5,,8.55,19.0,1.81,2.1,0.2,2.24,0.6,4.75,2.06,20.0,0.9,13.25,5.65,1.67,0.24,23.75,21.25,,5.6,5.25,1.89,0.57,3.35,2.31,7.3,145.0,40.25,0.26,0.2,1.95,3.55161,0.46,74.5,1.34,3.29,110.0,6.15,,1540.0,1.7,60.0,2.0,1.983333,14.35,164.0,4.04,0.333724,1.05,0.84,5.3,29.0,1.67,6.05,7.35,5.9,0.2,6.05,1.15,221.0,4.25,7.5,5.0,29.85,1.5,3.6,0.43,0.59,1.4,11.199989,3.84,9.75,6.2,0.2,0.57,15.4
2021-07-01 10:15:00,0.462857,38547.078,0.48,0.67,0.36,0.304,0.2,0.2,615.0,7.2,8.9,44.124983,68.0,,9.0,20.799999,1.95,2.25,0.2,2.24,0.58,4.75,2.06,18.5,1.02,14.0,5.6,1.43,0.23,24.549999,22.9,1.2,5.3,6.0,2.15,0.62,3.0,2.4,7.6,203.2,41.0,0.28,0.2,1.95,3.222577,0.42,71.0,1.09,4.89,110.0,6.15,,1540.0,1.75,57.5,2.0,2.033333,14.45,165.0,4.7,0.321209,1.35,0.6,5.1,31.5,1.68,6.2,7.4,6.35,0.23,6.2,1.25,248.10001,4.25,7.1,5.25,30.0,1.6,3.56,0.37,0.59,1.4,11.199989,4.0,10.2,7.0,0.2,0.55,15.0
2021-08-02 10:15:00,0.424285,39219.609,0.57,0.67,0.34,0.312,,0.2,750.0,7.2,8.9,44.124983,68.0,,8.5,19.5,1.79,2.0,0.21,2.24,0.63,4.7,2.05,22.35,0.91,13.5,5.6,1.21,0.24,24.0,22.0,1.86,5.35,5.75,2.11,0.63,3.05,2.35,7.6,199.2,41.0,0.26,0.2,1.44,3.222577,0.47,79.5,1.62,4.43,110.0,7.3,,1400.0,1.85,49.450001,2.0,2.349999,14.15,172.5,4.8,0.321209,1.44,0.58,4.65,31.0,4.28,6.8,7.5,6.1,0.31,6.35,1.25,243.0,4.25,7.2,5.2,28.85,1.39,3.52,0.32,0.2,2.03,12.311099,3.88,11.0,7.18,0.2,0.49,16.5
2021-09-01 10:15:00,0.407142,40221.172,0.49,0.67,0.33,0.312,,0.2,715.0,7.2,8.9,44.124983,66.0,,8.0,19.6,1.75,2.09,0.21,2.24,0.57,4.7,2.05,25.5,0.94,13.2,5.6,1.23,0.23,23.450001,22.9,1.92,4.9,5.75,2.17,0.6,2.89,2.47,7.55,192.0,39.0,0.24,0.2,0.87,3.0,0.44,80.25,2.35,5.17,112.8,8.55,,1480.0,1.75,49.5,2.0,2.999999,15.2,174.89999,4.88,0.321209,1.44,0.6,4.8,29.6,3.76,6.1,8.05,6.15,0.35,6.7,1.25,280.0,4.25,7.0,5.4,29.9,1.19,2.33,0.3,0.2,2.1,13.511098,3.82,10.25,8.95,0.2,0.48,17.1
2021-10-04 10:15:00,0.531428,42038.602,0.44,0.8,0.31,0.264,0.2,0.2,780.0,7.2,9.35,44.124983,72.0,,9.45,19.5,1.88,3.0,0.24,2.24,0.6,4.6,2.05,25.5,1.07,15.6,6.0,2.17,0.21,25.25,27.0,1.8,5.05,6.4,2.22,0.63,3.19,2.78,8.6,240.8,39.0,0.22,0.2,0.95,3.4,0.37,89.0,2.6,5.05,135.0,8.0,20.0,1400.0,1.94,53.0,2.0,2.841666,14.65,175.60001,4.36,0.321209,1.3,0.53,5.25,36.299999,3.6,6.1,11.05,6.35,0.44,8.45,1.13,280.0,4.25,8.65,8.9,29.4,1.17,2.35,0.28,0.2,1.89,13.511098,4.0,11.3,9.2,0.22,0.48,18.5
2021-11-01 10:15:00,0.83,43248.051,0.39,0.96,0.34,0.288,0.2,0.2,950.0,7.2,8.55,44.124983,74.5,,9.25,19.299999,1.76,2.55,0.2,2.24,0.5,4.67,2.09,22.25,0.97,13.75,4.1,2.94,0.21,23.950001,24.85,1.07,4.55,5.95,2.04,0.67,3.1,2.53,8.05,216.8,38.0,0.23,0.2,1.04,3.4,0.4,87.800003,2.11,4.8,142.0,8.0,16.4,1395.0,1.75,46.5,2.0,2.999999,14.2,190.0,4.49,0.321209,1.25,0.51,4.8,36.299999,3.95,6.35,11.95,6.5,0.4,7.75,1.05,280.0,4.25,6.05,8.35,29.25,1.04,2.12,0.26,0.2,1.89,12.177766,3.8,10.0,9.65,0.2,0.5,21.9
2021-12-01 10:15:00,0.7,42716.441,0.39,1.04,0.31,0.4,0.2,0.2,955.0,7.2,8.55,44.124983,67.050003,,8.8,19.450001,1.72,2.35,0.22,2.24,0.79,4.2,1.89,22.0,0.96,14.5,4.45,2.94,0.21,25.15,23.950001,1.19,5.9,6.1,2.15,0.56,2.99,2.55,8.05,221.89999,36.0,0.3,0.2,1.04,3.45,0.51,87.800003,2.2,4.42,142.0,8.0,19.9,1556.5,1.75,50.0,2.0,3.116665,13.2,197.0,4.02,0.321209,1.17,0.51,4.95,39.0,3.4,5.95,11.4,6.35,0.38,7.9,1.12,257.0,4.25,5.05,8.7,28.35,1.05,2.32,0.33,0.46,1.99,10.977767,4.5,9.5,9.9,0.2,0.56,22.5
2022-01-03 10:15:00,0.75,46624.672,0.35,1.14,0.36,0.752,0.2,0.2,1271.0,7.2,8.2,44.124983,70.75,64.400002,8.7,19.5,1.79,2.36,0.21,2.24,0.66,3.78,2.0,21.950001,1.14,14.0,3.85,2.4,0.22,26.049999,25.6,1.08,6.0,7.0,2.01,0.68,3.13,2.81,8.6,241.0,35.75,0.23,0.22,1.04,3.5,0.41,96.550003,2.2,4.73,142.0,8.65,23.25,1435.0,1.9,48.450001,2.0,3.624998,13.1,197.5,4.55,0.321209,1.4,0.47,5.7,48.549999,3.4,6.4,11.5,6.9,0.57,7.8,1.23,260.60001,4.25,6.0,12.5,28.549999,1.03,2.35,0.26,0.55,1.99,12.044432,3.69,8.9,11.0,0.2,0.5,24.4
2022-02-01 10:15:00,0.7,47394.531,0.36,1.24,0.32,1.416,0.2,0.2,1260.0,7.2,8.3,44.124983,70.75,61.400002,8.95,19.5,1.55,2.24,0.22,2.24,0.59,3.6,2.66,26.5,1.23,14.05,3.7,2.91,0.22,27.1,26.950001,1.05,6.3,7.0,1.99,0.73,3.1,3.0,8.65,264.89999,35.0,0.24,0.85,2.83,3.68,0.42,104.0,1.96,4.78,135.0,10.85,25.049999,1435.0,1.81,48.0,2.3,3.649999,14.4,201.0,5.45,0.321209,2.61,0.55,5.75,68.0,3.93,6.05,11.5,7.0,0.55,7.2,1.1,273.5,3.83,5.8,11.95,32.0,1.05,2.4,0.28,0.55,2.18,12.044432,3.8,10.25,13.85,0.2,0.48,22.299999
2022-03-01 10:15:00,0.67,46965.48,0.32,1.24,0.3,1.416,0.2,0.2,1260.4,7.2,6.8,48.499981,70.75,59.5,8.4,19.799999,1.18,2.15,0.21,2.24,0.64,3.5,2.65,24.700001,1.0,13.3,3.6,2.45,0.21,22.4,23.700001,0.82,6.15,10.55,1.57,0.68,3.4,3.2,7.7,264.89999,34.150002,0.24,0.59,2.38,3.0,0.34,133.0,1.73,4.82,149.7,9.0,24.200001,1395.0,1.42,40.450001,2.1,3.249999,13.1,214.0,4.4,0.292008,1.96,0.5,4.4,71.199997,3.5,5.7,12.4,6.0,0.56,6.5,1.08,273.5,3.12,5.48,12.0,31.049999,1.05,2.37,0.24,0.66,2.18,10.844434,3.97,11.95,12.55,0.2,0.44,22.299999
2022-04-01 10:15:00,0.79,49638.941,0.37,1.24,0.31,1.176,0.2,0.2,1386.0,7.2,7.7,48.499981,68.650002,59.5,10.25,21.9,1.2,2.52,0.21,2.24,0.61,3.5,2.9,26.200001,1.19,13.6,3.85,2.45,0.22,24.5,27.0,1.07,6.35,10.2,1.74,0.74,3.88,3.8,8.25,234.5,35.5,0.27,0.56,1.94,3.1,0.32,143.39999,1.6,6.3,147.0,9.65,24.049999,1440.0,1.58,57.099998,2.3,4.958331,13.0,214.5,4.4,0.292008,1.95,0.49,5.1,93.0,3.7,5.85,12.0,6.0,0.54,7.15,0.88,292.39999,3.12,6.02,12.0,33.099998,1.02,2.44,0.25,3.0,2.18,11.022211,4.4,12.0,13.45,0.2,0.44,24.25
2022-05-05 10:15:00,0.69,53637.141,0.32,1.14,0.33,1.056,0.2,0.2,1767.0,7.2,7.0,52.124978,74.25,57.900002,17.700001,21.4,1.19,3.95,0.23,2.24,0.65,3.5,3.0,31.75,1.25,15.25,3.75,2.6,0.21,23.450001,27.049999,1.03,6.25,11.45,1.6,0.88,3.5,3.4,7.75,234.5,33.5,0.24,0.56,1.94,3.01,0.29,162.0,1.6,5.71,215.0,10.55,24.0,1400.0,1.67,62.400002,2.0,5.541665,12.85,230.0,4.01,0.825966,2.05,0.56,7.9,90.5,3.2,6.95,11.9,5.8,0.53,7.0,1.04,277.0,3.12,6.77,12.5,35.349998,1.09,2.14,0.25,3.1,2.2,14.577763,3.82,11.5,13.0,0.2,0.44,22.549999
2022-06-01 10:15:00,0.64,51817.59,0.33,1.2,0.3,1.016,0.2,0.2,1732.2,7.2,6.85,51.200001,71.900002,55.0,17.25,18.15,1.02,3.74,0.24,2.24,0.73,3.2,2.2,28.799999,1.23,14.8,3.45,2.58,0.2,21.700001,26.4,1.07,6.15,9.6,1.3,0.91,3.46,3.42,7.45,234.5,33.549999,0.27,0.44,1.94,2.75,0.27,165.0,1.75,5.67,216.89999,9.55,23.0,1400.0,1.55,58.799999,2.0,7.083331,11.75,230.0,3.97,0.846824,2.25,0.52,6.3,90.5,2.76,6.5,11.6,5.65,0.51,7.0,0.8,275.0,3.96,7.1,10.6,32.5,1.03,2.0,0.25,2.52,2.19,14.44443,3.8,11.1,12.75,0.2,0.41,22.5
2022-07-01 10:15:00,0.57,50370.25,0.3,1.2,0.3,1.48,,0.2,1905.4,7.2,6.2,51.200001,69.300003,50.799999,15.4,17.0,1.0,3.65,0.25,2.24,0.64,3.2,2.3,25.950001,1.12,14.2,3.55,2.35,0.2,20.700001,23.4,0.99,5.5,8.5,1.15,0.74,3.1,3.18,7.2,234.5,28.4,0.26,0.39,1.94,2.45,0.24,158.39999,1.75,5.0,216.89999,8.6,21.950001,1262.3,1.55,47.700001,1.88,6.0,11.1,200.10001,3.58,0.835144,2.6,0.54,5.35,90.5,2.05,5.95,11.0,5.5,0.4,6.5,0.91,265.0,3.96,6.2,9.9,30.5,0.9,1.72,,2.27,2.19,14.45,3.4,11.2,11.1,0.2,,22.5
2022-08-01 10:15:00,0.55,49836.512,0.3,1.43,0.31,1.68,,0.2,2040.0,7.2,6.6,51.200001,52.0,58.299999,13.0,16.5,1.14,3.85,0.27,2.24,0.6,3.2,2.5,26.5,1.13,12.2,3.3,1.89,0.2,21.9,25.0,1.0,5.6,8.2,1.24,0.86,3.05,3.19,7.2,234.5,31.0,0.26,0.35,1.75,2.7,0.26,142.60001,1.75,5.1,188.3,7.5,22.35,1350.0,1.56,45.5,2.62,5.7,11.0,199.0,3.88,0.679128,2.47,0.52,5.0,87.900002,2.65,6.0,11.15,5.6,0.48,6.5,0.99,245.0,3.6,6.05,11.0,27.299999,1.03,1.8,0.32,2.27,2.19,14.35,5.0,11.0,12.0,0.2,0.38,23.6
2022-09-01 10:15:00,0.52,49024.16,0.29,1.43,0.28,1.6,,0.2,2000.0,7.2,5.95,46.099998,52.0,58.299999,13.6,17.75,1.01,3.69,0.29,2.24,0.57,3.2,3.2,26.5,1.1,12.3,3.1,1.63,0.2,20.0,24.5,1.03,6.2,9.25,1.02,0.9,3.29,3.68,7.0,211.10001,30.0,0.27,0.34,1.75,2.3,0.25,142.60001,2.05,4.8,188.3,7.5,20.0,1215.0,1.4,48.400002,3.69,5.5,11.0,199.8,4.1,0.62,1.86,0.47,4.95,82.900002,2.27,5.6,10.2,5.0,0.46,6.5,0.81,245.0,3.6,6.32,11.25,30.299999,0.93,1.67,0.28,2.27,2.19,14.35,4.91,10.25,11.15,0.2,0.35,20.950001
